# UTIAS Multi-Robot Cooperative Localization and Mapping Dataset
# produced by Keith Leung (keith.leung@robotics.utias.utoronto.ca) 2009
# Odometry Data Fomat:
# Time [s] forward velocity [m/s] angular velocity[rad/s] 
1248297575.852 0.076 0.268
1248297575.863 0.076 0.270
1248297575.883 0.076 0.271
1248297575.904 0.076 0.272
1248297575.934 0.076 0.272
1248297575.944 0.076 0.274
1248297575.965 0.076 0.274
1248297575.985 0.076 0.275
1248297576.006 0.076 0.275
1248297576.026 0.076 0.277
1248297576.046 0.076 0.277
1248297576.067 0.076 0.278
1248297576.087 0.076 0.278
1248297576.108 0.076 0.279
1248297576.118 0.076 0.281
1248297576.169 0.076 0.282
1248297576.189 0.076 0.283
1248297576.210 0.077 0.285
1248297576.220 0.077 0.286
1248297576.240 0.077 0.287
1248297576.261 0.077 0.289
1248297576.291 0.077 0.291
1248297576.322 0.077 0.291
1248297576.332 0.077 0.294
1248297576.363 0.077 0.294
1248297576.373 0.077 0.295
1248297576.394 0.077 0.297
1248297576.414 0.077 0.298
1248297576.434 0.077 0.299
1248297576.455 0.077 0.300
1248297576.465 0.077 0.302
1248297576.485 0.077 0.303
1248297576.516 0.077 0.303
1248297576.536 0.077 0.304
1248297576.557 0.078 0.305
1248297576.577 0.078 0.307
1248297576.587 0.078 0.309
1248297576.618 0.078 0.310
1248297576.638 0.078 0.312
1248297576.659 0.078 0.313
1248297576.679 0.078 0.315
1248297576.700 0.078 0.316
1248297576.710 0.078 0.319
1248297576.730 0.078 0.319
1248297576.761 0.078 0.320
1248297576.781 0.078 0.320
1248297576.802 0.078 0.321
1248297576.812 0.078 0.322
1248297576.842 0.078 0.323
1248297576.853 0.079 0.324
1248297576.873 0.079 0.324
1248297576.904 0.079 0.325
1248297576.934 0.079 0.330
1248297576.965 0.079 0.332
1248297576.985 0.079 0.333
1248297577.006 0.000 0.000
1248297577.016 0.000 0.000
1248297577.026 0.079 0.337
1248297577.047 0.079 0.339
1248297577.057 0.080 0.341
1248297577.077 0.080 0.343
1248297577.098 0.080 0.344
1248297577.108 0.080 0.346
1248297577.138 0.080 0.348
1248297577.159 0.080 0.351
1248297577.169 0.080 0.353
1248297577.189 0.080 0.355
1248297577.220 0.081 0.357
1248297577.230 0.081 0.358
1248297577.261 0.081 0.359
1248297577.281 0.081 0.362
1248297577.301 0.081 0.364
1248297577.312 0.081 0.366
1248297577.332 0.082 0.369
1248297577.353 0.082 0.371
1248297577.383 0.082 0.373
1248297577.404 0.082 0.375
1248297577.414 0.082 0.376
1248297577.424 0.082 0.377
1248297577.434 0.082 0.378
1248297577.445 0.082 0.380
1248297577.465 0.083 0.381
1248297577.475 0.083 0.381
1248297577.496 0.083 0.383
1248297577.506 0.083 0.383
1248297577.526 0.083 0.385
1248297577.537 0.083 0.387
1248297577.547 0.083 0.387
1248297577.557 0.083 0.389
1248297577.567 0.083 0.390
1248297577.588 0.084 0.391
1248297577.598 0.084 0.392
1248297577.618 0.084 0.395
1248297577.629 0.084 0.397
1248297577.649 0.085 0.399
1248297577.680 0.085 0.401
1248297577.690 0.085 0.403
1248297577.720 0.086 0.406
1248297577.731 0.086 0.407
1248297577.741 0.086 0.408
1248297577.751 0.086 0.408
1248297577.771 0.086 0.408
1248297577.782 0.086 0.408
1248297577.792 0.086 0.408
1248297577.812 0.086 0.408
1248297577.843 0.086 0.408
1248297577.853 0.086 0.408
1248297577.884 0.086 0.408
1248297577.904 0.086 0.408
1248297577.914 0.086 0.408
1248297577.935 0.086 0.408
1248297577.955 0.086 0.408
1248297577.965 0.086 0.408
1248297577.976 0.086 0.408
1248297577.986 0.086 0.408
1248297578.006 0.086 0.408
1248297578.017 0.086 0.408
1248297578.037 0.086 0.408
1248297578.047 0.086 0.408
1248297578.068 0.086 0.408
1248297578.088 0.086 0.408
1248297578.109 0.086 0.408
1248297578.119 0.086 0.408
1248297578.139 0.086 0.408
1248297578.170 0.086 0.408
1248297578.180 0.086 0.408
1248297578.210 0.086 0.408
1248297578.241 0.086 0.408
1248297578.251 0.086 0.408
1248297578.272 0.086 0.408
1248297578.282 0.086 0.408
1248297578.302 0.086 0.408
1248297578.333 0.086 0.408
1248297578.343 0.086 0.408
1248297578.363 0.086 0.408
1248297578.384 0.086 0.408
1248297578.404 0.086 0.408
1248297578.425 0.086 0.408
1248297578.445 0.086 0.408
1248297578.476 0.086 0.408
1248297578.486 0.086 0.408
1248297578.496 0.086 0.408
1248297578.527 0.086 0.408
1248297578.547 0.086 0.408
1248297578.557 0.086 0.408
1248297578.578 0.086 0.408
1248297578.608 0.086 0.408
1248297578.628 0.086 0.408
1248297578.639 0.086 0.408
1248297578.669 0.086 0.408
1248297578.679 0.086 0.408
1248297578.700 0.086 0.408
1248297578.710 0.086 0.408
1248297578.720 0.086 0.408
1248297578.731 0.086 0.408
1248297578.741 0.086 0.408
1248297578.761 0.086 0.408
1248297578.771 0.086 0.408
1248297578.792 0.086 0.408
1248297578.802 0.086 0.408
1248297578.833 0.086 0.408
1248297578.853 0.086 -0.398
